MainCategory,SubCategory1,SubCategory2,category,menu_order,Model,SKU:sku,Price: regular_price,post_title,post_content,Images/Gallery,Spec Sheet Link,Spec Sheet Link Text,product_type,product_visibility,Inventory: stock,Wattage (W),Voltage (V),Lumens (lm),Efficiency,L70 Rated Life (Hrs),Bulb Equivalent,Base,Colour Temperature,Beam Angle,CRI,Dimmable,Operating Temperature,Environmental Rating,Certifications,2-HR Fire Rating Compliance,Nominal Length,Length (mm),Length (inches),Length,Width (mm),Width (inches),Height,Height (mm),Height (inches),Diameter (mm),Diameter (inches),Diameter,Weight (g),Weight (lbs),Inside Diameter,Outside Diameter,Shape,Warranty,Inner Carton Qty,Outer Carton Qty,Box Length (cm),Box Width (cm),Box Height (cm),Box CBM,Box CFT,Carton Weight (lbs),Carton Length (inches),Carton Width (inches),Carton Height (inches),Carton CFT,CARTON CBM,Driver Dimensions (mm),DriverDimensions (Inches),Hole Size Cutout,Dimmer Compatibility,Finish,Direct Replacement For,Use,Surge Protection,Diffuser Type,Diffuser Material,Optional Accessory,Mounting,Flange Dimensions,Recess Dimensions,Rib-reinforced,PIR Sensor,Auto Shut-off,Waterproofing,LED Quantity,LED Type,Input Voltage (VAC),Current Draw,Output Voltage (VDC),Dimensions (without tabs),Maximum Linkable Length,Classification Type
Flush Mounts,2-Ring,"16"" 2-Ring - Brushed Nickel","Flush Mounts>2-Ring>16"" 2-Ring - Brushed Nickel",422,CL-2R-16-5CCT BN - 1045,1045,,CL-2R-16-5CCT BN - 1045,CL-2R-16-5CCT BN - 1045,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/1045-CNA-LED-CL-2R-16-5CCT-BN-600x600-2026.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/1045-CNA-LED-CL-2R-16-5CCT-BN-Spec-Sheet-2026.pdf,Spec Sheet Link,simple,1,1,5 Watts,120VAC,  ,  ,  ,  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,256,,,,  ,5 Years,1,20,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,2-Ring,"16"" 2-Ring - Black","Flush Mounts>2-Ring>16"" 2-Ring - Black",423,CL-2R-16-5CCT BK - 1085,1085,,CL-2R-16-5CCT BK - 1085,CL-2R-16-5CCT BK - 1085,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/1085-CNA-LED-CL-2R-16-5CCT-BK-600x600-2026.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/1085-CNA-LED-CL-2R-16-5CCT-BK-Spec-Sheet-2026.pdf,Spec Sheet Link,simple,1,1,15W,110V-120VAC (US Plug),70 lm,87.5 lm/W,"25,000 Hrs",  ,E26 (medium),2700K,  ,? 80,No,-20°C to +40°C,IP65 Indoor / Outdoor,cETLus,,48 Feet / 15 m,15 meters,48 Feet,48 FT / 15 m,,3FT Spacing,,,"4.3""",  ,"1.8""",  ,1915,4.22,,,  ,2 Years,8,8,28,17,20,0.00952,0.336195944,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Max 36 Sets,  
Flush Mounts,Disks,"4"" DPS Series - 5CCT","Flush Mounts>Disks>4"" DPS Series - 5CCT",430,DPS-4-5CCT - 1081,1081,,DPS-4-5CCT - 1081,DPS-4-5CCT - 1081,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/11/CNA-DPS-4-30K-White-600x606-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2023/07/1081-CNA-DPS-4-5CCT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,  ,12VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,8,0.02,,,  ,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,100V-120VAC,  ,12VDC - Constant Voltage,  ,  ,  
Flush Mounts,Disks,"4"" DPM Series - 5CCT","Flush Mounts>Disks>4"" DPM Series - 5CCT",431,DPM-4-5CCT - 1201 ,1201,,DPM-4-5CCT - 1201 ,"DPM-4-5CCT - 1201  - 4"" Slim LED Downlight",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/04/DPM-4-5CCT-270x853-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/04/1201-CNA-LED-DPM-4-5CCT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,  ,12VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,  ,  ,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Disks,"12"" DS Series - Black","Flush Mounts>Disks>12"" DS Series - Black",435,DS-12-3CCT BK - 1109,1109,,DS-12-3CCT BK - 1109,"DS-12-3CCT BK   - 12"" LED Flush Mount Downlight (NEW)",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2022/07/DS-12-3CCT-BK-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2022/07/CNA-1109-DS-12-3CCT-BK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,18W,12VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes - down to 15%,  ,"Type IC Recessed, Damp",  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,39,0.09,,,  ,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,Yes - down to 15%,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,90V-130VAC,  ,12VDC - Constant Voltage,117 mm x 85 mm x 39 mm,  ,  
Flush Mounts,Disks,"15"" DS Series - White","Flush Mounts>Disks>15"" DS Series - White",436,DS-15-3CCT WH - 1128,1128,,DS-15-3CCT WH - 1128,"DS-15-3CCT WH  - 1128 - 15"" LED Flush Mount Downlight",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2023/07/1128-CNA-DS-15-3CCT-WH-493x424-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2023/07/1128-CNA-LED-DS-15-3CCT-WH-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,40W,12VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes - down to 15%,  ,"Type IC Recessed, Damp",  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,48,0.11,,,  ,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,Yes - down to 15%,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,90V-130VAC,  ,12VDC - Constant Voltage,157 mm x 85 mm x 39 mm,  ,  
Flush Mounts,Disks,"15"" DS Series - Black","Flush Mounts>Disks>15"" DS Series - Black",437,DS-15-5CCT BK - 1157,1157,,DS-15-5CCT BK - 1157,"DS-15-5CCT BK - 1157  - 15"" LED Flush Mount Downlight",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/12/1157-CNA-LED-DS-15-5CCT-BK-450x450-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/12/1157-CNA-LED-DS-15-5CCT-BK-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Disks,"5"" DSK Series - White","Flush Mounts>Disks>5"" DSK Series - White",440,DSK-5-5CCT-WH - 910,910,,DSK-5-5CCT-WH - 910,"DSK-5-5CCT-WH - 910 - 5"" Slim Flushmount - White",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/910-CNA-DSK-5-5CCT-WH-500x500-3.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/910-CNA-LED-DSK-5-5CCT-WH-Spec-Sheet-3.pdf,Spec Sheet Link,simple,1,1,  ,  ,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,No,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,334,,,,  ,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,100VAC-240VAC,  ,12VDC - Constant Voltage,  ,  ,  
Flush Mounts,Disks,"7"" DSK Series - Black","Flush Mounts>Disks>7"" DSK Series - Black",441,DSK-7-5CCT-BK - 1182,1182,,DSK-7-5CCT-BK - 1182,"DSK-7-5CCT-BK - 1182 - 7"" Slim Flushmount - Black",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1181-1182-1183-1184-1185-1186-DSK-Series-with-Mounting-Plate-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1181-1182-CNA-LED-DSK-7-5CCT-XX-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,  ,  ,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,No,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,347,,,,  ,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,100VAC-240VAC,  ,12VDC - Constant Voltage,  ,  ,  
Flush Mounts,Disks,"7"" DSK Series - White","Flush Mounts>Disks>7"" DSK Series - White",442,DSK-7-5CCT-WH - 1181,1181,,DSK-7-5CCT-WH - 1181,"DSK-7-5CCT-WH - 1181 - 7"" Slim Flushmount - White",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1181-1182-1183-1184-1185-1186-DSK-Series-with-Mounting-Plate-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1181-1182-CNA-LED-DSK-7-5CCT-XX-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,36W,  ,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,No,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,120VAC,  ,12VDC - Constant Voltage,  ,  ,  
Flush Mounts,Disks,"9"" DSK Series - Black","Flush Mounts>Disks>9"" DSK Series - Black",443,DSK-9-5CCT-BK - 1184,1184,,DSK-9-5CCT-BK - 1184,"DSK-9-5CCT-BK - 1184 - 9"" Slim Flushmount - Black",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1181-1182-1183-1184-1185-1186-DSK-Series-with-Mounting-Plate-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1183-1184-CNA-LED-DSK-9-5CCT-XX-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,72W,  ,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,No,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,435,,,,  ,  ,1,1,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,100VAC-240VAC,  ,12VDC - Constant Voltage,  ,  ,  
Flush Mounts,Disks,"9"" DSK Series - White","Flush Mounts>Disks>9"" DSK Series - White",444,DSK-9-5CCT-WH - 1183,1183,,DSK-9-5CCT-WH - 1183,"DSK-9-5CCT-WH - 1183 - 9"" Slim Flushmount - White",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1181-1182-1183-1184-1185-1186-DSK-Series-with-Mounting-Plate-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1183-1184-CNA-LED-DSK-9-5CCT-XX-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,  ,24VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,  ,  ,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Disks,"12"" DSK Series - Black","Flush Mounts>Disks>12"" DSK Series - Black",445,DSK-12-5CCT-BK - 1186,1186,,DSK-12-5CCT-BK - 1186,"DSK-12-5CCT-BK - 1186 - 12"" Slim Flushmount - Black",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1181-1182-1183-1184-1185-1186-DSK-Series-with-Mounting-Plate-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1185-1186-CNA-LED-DSK-12-5CCT-XX-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,  ,24VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,  ,  ,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Disks,"12"" DSK Series - White","Flush Mounts>Disks>12"" DSK Series - White",446,DSK-12-5CCT-WH - 1185,1185,,DSK-12-5CCT-WH - 1185,"DSK-12-5CCT-WH - 1185 - 12"" Slim Flushmount - White",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1181-1182-1183-1184-1185-1186-DSK-Series-with-Mounting-Plate-600x600-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2025/07/1185-1186-CNA-LED-DSK-12-5CCT-XX-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,  ,24VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,  ,  ,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Disks,"15"" DSK Series - White","Flush Mounts>Disks>15"" DSK Series - White",447,DSK-15-5CCT-WH - 169,169,,DSK-15-5CCT-WH - 169,"DSK-15-5CCT-WH - 169 - 15"" Slim Flushmount - White",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/169-CNA-DSK-15-5CCT-WH-500x500-2.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/169-CNA-LED-DSK-15-5CCT-WH-Spec-Sheet-2.pdf,Spec Sheet Link,simple,1,1,  ,24VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,  ,  ,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Disks,"19"" DSK Series - White","Flush Mounts>Disks>19"" DSK Series - White",448,DSK-19-5CCT-WH - 1199,1199,,DSK-19-5CCT-WH - 1199,"DSK-19-5CCT-WH - 1199 - 19"" Slim Flushmount - White",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/1199-CNA-DSK-19-5CCT-WH-500x500-2.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/02/1199-CNA-LED-DSK-19-5CCT-WH-Spec-Sheet-2.pdf,Spec Sheet Link,simple,1,1,  ,24VDC - Constant Voltage,  ,  ,"50,000 Hrs",  ,  ,  ,  ,  ,Yes,  ,  ,  ,,  ,300.0 mm,"16/2 Hardwire Pigtail - 30 cm / 11.5""","16/2 Hardwire Pigtail - 30 cm / 11.5""",,,,,"16/2 Hardwire Pigtail - 30 cm / 11.5""",  ,  ,  ,,,,,  ,  ,  ,  ,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Mushroom,"11"" Mushroom 5CCT","Flush Mounts>Mushroom>11"" Mushroom 5CCT",450,CL-11-5CCT - 1205,1205,,CL-11-5CCT - 1205,CL-11-5CCT - 1205,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/04/1205-CNA-CL-11-5CCT-600x600.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/04/1205-CNA-LED-CL-11-5CCT-Spec-Sheet-2026.pdf,Spec Sheet Link,simple,1,1,  ,24VDC - Constant Voltage,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,  ,  ,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Mushroom,"13"" Mushroom 5CCT","Flush Mounts>Mushroom>13"" Mushroom 5CCT",451,CL-13-5CCT - 1206,1206,,CL-13-5CCT - 1206,CL-13-5CCT - 1206,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/06/1206-CNA-LED-CL-13-5CCT-500x500-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/06/1206-CNA-LED-CL-13-5CCT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,2W,12VDC - Constant Voltage,160 lm,80 lm/W,"50,000 Hrs.",Halogen Puck,Hardwire,3000K,45°,80,Yes,-20°C to +40°C,  ,cETLus,,  ,  ,  ,  ,,,  ,,"1-1/4""",  ,"1""",  ,49,,,,Mini Puck,5 Years,210,210,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Flush Mounts,Sensor,"6"" Motion Sensor Disk","Flush Mounts>Sensor>6"" Motion Sensor Disk",470,CL-6-PIR - 978,978,,CL-6-PIR - 978,CL-6-PIR - 978,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/07/CNA-LED-CL-6-PIR-565x565-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/07/CNA-LED-CL-6-PIR-and-LED-CL-8-PIR-Closet-Light-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,7W,120V-277VAC (Ballast Bypass),650 lm,92.86 lm/W,"40,000 Hrs.",4-PIN CFL PLC13W,G24Q Universal 4-Pin,4000K,360°,? 80,No,-20°C to +45°C,Not for Enclosed Fixtures,cUL Classified,,  ,128 mm,"5-1/32""",,37 mm,"1-7/16""",,37 mm,"1-7/16""",,,,400,0.88,,,  ,3 Years,10,50,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,Plastic,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,cUL Type A & Type B
Flush Mounts,Sensor,"9"" 5CCT Motion PhotoPIR Disk","Flush Mounts>Sensor>9"" 5CCT Motion PhotoPIR Disk",471,CL-9-PhotoPIR - 1055,1055,,CL-9-PhotoPIR - 1055,CL-9-PhotoPIR - 1055,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/1055-CNA-CL-9-PhotoPIR-Side-TopAlign-Sensor-Switch-600x600-1-.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2026/03/1055-CNA-CL-9-PhotoPIR-Spec-Sheet-V1.pdf,Spec Sheet Link,simple,1,1,9W,120V-277VAC (Ballast Bypass),1250 lm,139 lm/W,"50,000 Hrs.",4-PIN CFL PLC26W PLC32W PLC42W,G24Q 4-PIN,4000K,360°,? 80,No,-20°C to +45°C,"Damp Location, Not for Enclosed Fixtures",cUL Classified,,  ,173 mm,"6-7/8""",,34 mm,"1-3/8""",,34 mm,"1-3/8""",,,  ,,,,,  ,5 Years,  ,  ,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,Plastic,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,cUL Type A & Type B
Flush Mounts,Square,"4"" Square DSQ Series","Flush Mounts>Square>4"" Square DSQ Series",475,LED DSQ-4-30K - 952,952,,LED DSQ-4-30K - 952,"LED DSQ-4-30K - 952 - 4"" Square Slim Flushmount",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/02/CNA-LED-DSQ-4-30K-Front-500x500.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/02/CNA-LED-DSQ-Series-Square-Flush-Mount-Downlight-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,11W,120V-277VAC (Ballast Bypass),1300 lm,118.2 lm/W,"40,000 Hrs.",4-PIN CFL PLC26W PLC32W PLC42W,G24Q / GX24Q Universal 4-Pin,3000K,360°,? 80,No,-20°C to +45°C,Not for Enclosed Fixtures,cUL Classified,,  ,165 mm,"6-7/16""",,37 mm,"1-7/16""",,,"6-7/16""",,,,487,1.07,,,  ,3 Years,10,50,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,Plastic,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,cUL Type A & Type B
Flush Mounts,Square,"6"" Square DSQ Series","Flush Mounts>Square>6"" Square DSQ Series",476,LED DSQ-6-30K - 953,953,,LED DSQ-6-30K - 953,"LED DSQ-6-30K - 953 - 6"" Square Slim Flushmount",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/02/CNA-LED-DSQ-6-30K-Front-500x500.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/02/CNA-LED-DSQ-Series-Square-Flush-Mount-Downlight-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,14W,120V-277VAC (Type B Installation),1800 lm,128 lm/W,"50,000 Hrs.",  ,G13 Shunted & Non Shunted,4000K,150°,? 80,No,  ,  ,cUL / cUL Classified / NSF / DLC 5.1,,4 Feet,  ,  ,  ,,,  ,,,  ,  ,  ,250,,,,  ,5 Years,25,25,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,"Glass (Non-Yellowing,",  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,DLC & cUL Type A & Type B
Flush Mounts,Accessories,DPS-4 Trim - Black,Flush Mounts>Accessories>DPS-4 Trim - Black,480,DPS-4-BK-TRIM - 1082,1082,,DPS-4-BK-TRIM - 1082,DPS-4-BK-TRIM - 1082 - DPS Black Trim,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/11/CNA-DPS-4-BK-TRIM-503x503-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/11/CNA-LED-DPS-4-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,14W,120V-277VAC (Type B Installation),1800 lm,128 lm/W,"50,000 Hrs.",  ,G13 Shunted & Non Shunted,5000K,150°,? 80,No,  ,  ,cUL / cUL Classified / NSF / DLC 5.1,,4 Feet,  ,  ,  ,,,  ,,,  ,  ,  ,250,,,,  ,5 Years,25,25,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,"Glass (Non-Yellowing,",  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,DLC & cUL Type A & Type B
Flush Mounts,Accessories,DPS-4 Trim - Brushed Nickel,Flush Mounts>Accessories>DPS-4 Trim - Brushed Nickel,481,DPS-4-BN-TRIM - 1083,1083,,DPS-4-BN-TRIM - 1083,DPS-4-BN-TRIM - 1083 - DPS Brushed Nickel Trim,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/11/CNA-DPS-4-BN-TRIM-513x513-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/11/CNA-LED-DPS-4-30K-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,13W,  ,1800 lm,138 lm/W,"50,000 Hrs.",  ,G13 Shunted,3500K,180°,? 80,No,,  ,cUL / DLC 5.1,,4 Feet,  ,"48""",  ,,,  ,,"48""",  ,  ,  ,,,,,  ,5 Years,25,25,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,"Glass (Non-Yellowing,",  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,DLC & cUL Type A
Flush Mounts,Accessories,DPS-4 Retrofit Accessory,Flush Mounts>Accessories>DPS-4 Retrofit Accessory,482,DPS-ACC - 1084,1084,,DPS-ACC - 1084,DPS-ACC - 1084 - DPS Retrofit Accessory,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/11/CNA-DPS-ACC-615x615-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/04/1201-CNA-LED-DPM-4-5CCT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,13W,  ,1800 lm,138 lm/W,"50,000 Hrs.",  ,G13 Shunted,4000K,180°,? 80,No,  ,  ,cUL / DLC 5.1,,4 Feet,  ,"48""",  ,,,  ,,"48""",  ,  ,  ,,,,,  ,5 Years,25,25,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,"Glass (Non-Yellowing,",  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,DLC & cUL Type A
Flush Mounts,Accessories,DPM-4 Trim - Black,Flush Mounts>Accessories>DPM-4 Trim - Black,485,DPM-4 BK Trim - 1202,1202,,DPM-4 BK Trim - 1202,DPM-4 BK Trim - 1202 - DPM Trim - Black,, ,,simple,1,1,16W,  ,2200 lm,138 lm/W,"50,000 Hrs.",  ,G13 Shunted,5000K,180°,? 80,No,  ,  ,cUL / DLC 5.1,,4 Feet,  ,"48""",  ,,,  ,,"48""",  ,  ,  ,,,,,  ,5 Years,25,25,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,"Glass (Non-Yellowing,",  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,DLC & cUL Type A
Flush Mounts,Accessories,DPM-4 Trim - Brushed Nickel,Flush Mounts>Accessories>DPM-4 Trim - Brushed Nickel,486,DPM-4 BN  Trim - 1203,1203,,DPM-4 BN  Trim - 1203,DPM-4 BN  Trim - 1203 - DPM Trim - Brushed Nickel,  , ,,simple,1,1,14W,347VAC - Type B,1800 lm,128.6 lm/W,"50,000 Hrs.",  ,Double Ended,4000K,230°,82,No,  ,  ,cUL / cUL Classified / NSF,,4 Feet,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,5 Years,25,25,,,,0,0,  ,,,,0,0,,,  ,,  ,  ,  ,,  ,Glass,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,cUL Classified Type B
