MainCategory,SubCategory1,SubCategory2,category,menu_order,Model,SKU:sku,Price: regular_price,post_title,post_content,Images/Gallery,Spec Sheet Link,Spec Sheet Link Text,product_type,product_visibility,Inventory: stock,Wattage (W),Voltage (V),Lumens (lm),Efficiency,L70 Rated Life (Hrs),Bulb Equivalent,Base,Colour Temperature,Beam Angle,CRI,Dimmable,Operating Temperature,Environmental Rating,Certifications,2-HR Fire Rating Compliance,Nominal Length,Length (mm),Length (inches),Length,Width (mm),Width (inches),Height,Height (mm),Height (inches),Diameter (mm),Diameter (inches),Diameter,Weight (g),Weight (lbs),Inside Diameter,Outside Diameter,Shape,Warranty,Inner Carton Qty,Outer Carton Qty,Box Length (cm),Box Width (cm),Box Height (cm),Box CBM,Box CFT,Carton Weight (lbs),Carton Length (inches),Carton Width (inches),Carton Height (inches),Carton CFT,CARTON CBM,Driver Dimensions (mm),DriverDimensions (Inches),Hole Size Cutout,Dimmer Compatibility,Finish,Direct Replacement For,Use,Surge Protection,Diffuser Type,Diffuser Material,Optional Accessory,Mounting,Flange Dimensions,Recess Dimensions,Rib-reinforced,PIR Sensor,Auto Shut-off,Waterproofing,LED Quantity,LED Type,Input Voltage (VAC),Current Draw,Output Voltage (VDC),Dimensions (without tabs),Maximum Linkable Length,Classification Type
Under Cabinet,Linear,T5DL Series - 3FT,Under Cabinet>Linear>T5DL Series - 3FT,645,T5DL900-12W 40K - 971,971,,T5DL900-12W 40K - 971,T5DL900-12W 40K - 971,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/CNA-LED-DL-Light-Strip-01543x250.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/CNA-LED-DL-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,20W,120VAC,  ,  ,  ,  ,  ,2900K,38°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,25,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,T5DL Series - 4FT,Under Cabinet>Linear>T5DL Series - 4FT,646,T5DL1200-15W 40K - 972,972,,T5DL1200-15W 40K - 972,T5DL1200-15W 40K - 972,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/CNA-LED-DL-Light-Strip-01543x250.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/CNA-LED-DL-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,120VAC,  ,  ,  ,  ,  ,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,25,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,T5DL Series - Link Cable - 1M,Under Cabinet>Linear>T5DL Series - Link Cable - 1M,647,T5DL-1M-LINK - 992,992,,T5DL-1M-LINK - 992,T5DL-1M-LINK - 992,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2021/05/CNA-T5Bar-Link12-original.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/CNA-LED-DL-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,75W,120VAC,  ,  ,  ,  ,  ,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,25,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,T5DL Series - Junction Box,Under Cabinet>Linear>T5DL Series - Junction Box,648,T5DL Jbox/LSH-Box - 974,974,,T5DL Jbox/LSH-Box - 974,T5DL Jbox/LSH-Box - 974,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2015/10/CNA-LED-LSH-JBox-00.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/CNA-LED-DL-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,100W,120VAC,  ,  ,  ,  ,  ,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,25,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,T5DL Series- Plug - 2M,Under Cabinet>Linear>T5DL Series- Plug - 2M,649,T5DL-2M-Plug - 973,973,,T5DL-2M-Plug - 973,T5DL-2M-Plug - 973,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/T5DL-2M-Plug.jpg,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2018/06/CNA-LED-DL-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,120VAC,  ,  ,  ,  ,  ,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,LSH Series - Plug - 2M,Under Cabinet>Linear>LSH Series - Plug - 2M,650,LSH-Plug2m - 845,845,,LSH-Plug2m - 845,LSH-Plug2m - 845,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2015/10/CNA-LED-LSH-Plug2m-00.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2015/10/CNA-LED-LSH-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,20W,12VAC ,  ,  ,  ,  ,  ,2900K,12°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,LS Series - 1FT,Under Cabinet>Linear>LS Series - 1FT,651,LED LS-1 - 763,763,,LED LS-1 - 763,LED LS-1 - 763,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2014/06/LED-LS-2-Cropped1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2014/09/CNA-LED-LS-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,35W,12VAC ,  ,  ,  ,  ,  ,2900K,24°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,LS Series - 2FT,Under Cabinet>Linear>LS Series - 2FT,652,LED LS-2 - 764,764,,LED LS-2 - 764,LED LS-2 - 764,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2014/06/LED-LS-2-Cropped1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2014/09/CNA-LED-LS-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,42W,12VAC ,  ,  ,  ,  ,  ,2900K,36°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,LS Series - Link Cable - 6-Inch,Under Cabinet>Linear>LS Series - Link Cable - 6-Inch,653,LS Link-6 - 767,767,,LS Link-6 - 767,LS Link-6 - 767,  ,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2014/09/CNA-LED-LS-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,12VAC ,  ,  ,  ,  ,  ,2900K,60°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Linear,LS Series - Link Cable - 12-Inch,Under Cabinet>Linear>LS Series - Link Cable - 12-Inch,654,LS Link-12 -768,768,,LS Link-12 -768,LS Link-12 -768,  ,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2014/09/CNA-LED-LS-Light-Strip-Fixtures-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,12VAC ,  ,  ,  ,  ,  ,2900K,24°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,24V Ribbon 30K Reel,Under Cabinet>Ribbon & Accessories>24V Ribbon 30K Reel,710,RL-COB-30K-20FT - 1009,1009,,RL-COB-30K-20FT - 1009,24V COB LED Ribbon Lights - 20FT Reel - 3000K,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-640x640-1.jpg,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,12VAC ,  ,  ,  ,  ,  ,2900K,12°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,24V Ribbon 40K Reel,Under Cabinet>Ribbon & Accessories>24V Ribbon 40K Reel,711,RL-COB-40K-20FT - 1138,1138,,RL-COB-40K-20FT - 1138,24V COB LED Ribbon Lights - 20FT Reel - 4000K,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-640x640-1.jpg,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,75W,12VAC ,  ,  ,  ,  ,  ,2900K,36°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,"6"" Ribbon to Power Supply Connector","Under Cabinet>Ribbon & Accessories>6"" Ribbon to Power Supply Connector",715,RL-COB-6LE - 1145,1145,,RL-COB-6LE - 1145,"6"" Lead (Input Cable)",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1145-CNA-RL-COB-6LE-1-640x640-1.jpg,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,12VAC ,  ,  ,  ,  ,  ,2900K,36°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,"12"" Flexible Ribbon to Ribbon Connector","Under Cabinet>Ribbon & Accessories>12"" Flexible Ribbon to Ribbon Connector",716,RL-COB-12EX - 1146,1146,,RL-COB-12EX - 1146,"12""Flexible Ribbon to Ribbon Connector",https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1146-CNA-RL-COB-12EX-1-640x640-1.jpg,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,20W,12VAC ,  ,  ,  ,  ,  ,2900K,36°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,Ribbon to Wire Connector,Under Cabinet>Ribbon & Accessories>Ribbon to Wire Connector,717,RL-COB-RWC - 1144,1144,,RL-COB-RWC - 1144,COB Ribbon to Wire Connector (Custom Input / Output),https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1144-CNA-RL-COB-RWC-3-640x640-1.jpg,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,12VAC ,  ,  ,  ,  ,  ,2900K,36°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,20FT Wires (20AWG),Under Cabinet>Ribbon & Accessories>20FT Wires (20AWG),718,RL-COB-20FTWires - 1147,1147,,RL-COB-20FTWires - 1147,COB Ribbon 20FT Wires (20AWG),https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1147-RL-COB-20FTWires-640x640-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,12VAC ,  ,  ,  ,  ,  ,5000K,36°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,I Connector,Under Cabinet>Ribbon & Accessories>I Connector,719,RL-COB-IC - 1143,1143,,RL-COB-IC - 1143,COB Ribbon I or Straight Connector,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1143-CNA-RL-COB-IC-4-640x640-1.jpg,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,12VAC ,  ,  ,  ,  ,  ,5000K,24°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,20,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,L Connector,Under Cabinet>Ribbon & Accessories>L Connector,720,RL-COB-LC - 1142,1142,,RL-COB-LC - 1142,COB Rbbon L-Connector,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1142-CNA-RL-COB-LC-4-640x640-1.jpg,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,20W,12VAC ,  ,  ,  ,  ,  ,2900K,30°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,25,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,T Connector,Under Cabinet>Ribbon & Accessories>T Connector,721,RL-COB-TC - 1139,1139,,RL-COB-TC - 1139,COB Ribbon T-Connector,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1139-CNA-RL-COB-TC-2-640x640-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,20W,12VAC ,  ,  ,  ,  ,  ,2900K,30°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,25,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,COB Ribbon Aluminum Channel - 1M,Under Cabinet>Ribbon & Accessories>COB Ribbon Aluminum Channel - 1M,730,IFP09-1M - 1153,1153,,IFP09-1M - 1153,COB Ribbon Aluminum Channel - 1 Meter Length,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1153-CNA-IFP03-1M-2-423x423-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2024/09/1009-1138-CNA-RL-COB-30K-20FT-40K-20FT-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,35W,12VAC ,  ,  ,  ,  ,  ,2900K,30°,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,25,200,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,Surface Aluminum Channel - 1M ,Under Cabinet>Ribbon & Accessories>Surface Aluminum Channel - 1M ,740,FP20-1M - 994,994,,FP20-1M - 994,Surface Aluminum Channel - 1 Meter Length,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-FP20-1M-800x600.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-LED-Ribbon-Aluminum-Channels-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,75W,12VAC ,  ,  ,  ,  ,G6.35,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,100,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,Surface Aluminum Channel - End Caps,Under Cabinet>Ribbon & Accessories>Surface Aluminum Channel - End Caps,741,FP20-CAPS - 995,995,,FP20-CAPS - 995,Surface Aluminum Channel - End Caps,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-FP20-EC-640x640.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-LED-Ribbon-Aluminum-Channels-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,50W,12VAC ,  ,  ,  ,  ,G6.35,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,10,100,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,Surface Aluminum Channel - Mounting Clips,Under Cabinet>Ribbon & Accessories>Surface Aluminum Channel - Mounting Clips,742,FP20-M-CLIPS - 998,998,,FP20-M-CLIPS - 998,Surface Aluminum Channel - Mounting Clips,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-FP20-M-CLIP-SET-640x640.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-LED-Ribbon-Aluminum-Channels-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,150W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,Recessed Auminum Channel - 1M,Under Cabinet>Ribbon & Accessories>Recessed Auminum Channel - 1M,750,RP20-1M - 996,996,,RP20-1M - 996,Recessed Mount Aluminum Channel - 1 Meter Length,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-RP20-1M-800x600.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-LED-Ribbon-Aluminum-Channels-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,100W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,Recessed Auminum Channel - End Caps,Under Cabinet>Ribbon & Accessories>Recessed Auminum Channel - End Caps,751,RP20-CAPS - 997,997,,RP20-CAPS - 997,Recessed Mount Aluminum Channel - End Caps,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-RP20-EC-640x640.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-LED-Ribbon-Aluminum-Channels-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,150W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,Ribbon & Accessories,Recessed Auminum Channel - Mounting Clips,Under Cabinet>Ribbon & Accessories>Recessed Auminum Channel - Mounting Clips,752,RP20-S-CLIPS - 999,999,,RP20-S-CLIPS - 999,Recessed Mount Aluminum Channel - Mounting Clips,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-RP20-S-CLIP-installed-2-640x640.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2019/04/CNA-LED-Ribbon-Aluminum-Channels-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,200W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,12V LED Drivers,12W Dimmable LED Driver,Under Cabinet>12V LED Drivers>12W Dimmable LED Driver,800,PS12W-ETL-RD - 1060,1060,,PS12W-ETL-RD - 1060,PS12W-ETL-RD - 1060 - 12V - 12W Round Dimmable LED Driver,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-PS12W-ETL-RD-505x505-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-PS12W-ETL-RD-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,300W,120VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,12V LED Drivers,18W Dimmable LED Driver,Under Cabinet>12V LED Drivers>18W Dimmable LED Driver,805,PS20W-ETL-RD - 1061,1061,,PS20W-ETL-RD - 1061,PS20W-ETL-RD - 1061 - 12V - 18W Round Dimmable LED Driver,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-PS20W-ETL-RD-505x505-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-PS20W-ETL-RD-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,150W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,12V LED Drivers,36W Dimmable LED Driver,Under Cabinet>12V LED Drivers>36W Dimmable LED Driver,810,PS40W-ETL-RD - 1062,1062,,PS40W-ETL-RD - 1062,PS40W-ETL-RD - 1062 - 12V - 36W Round Dimmable LED Driver,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-PS40W-ETL-RD-505x505-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-PS40W-ETL-RD-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,200W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Under Cabinet,12V LED Drivers,54W Dimmable LED Driver,Under Cabinet>12V LED Drivers>54W Dimmable LED Driver,815,PS60W-ETL-RD - 1063,1063,,PS60W-ETL-RD - 1063,PS60W-ETL-RD - 1063 - 12V - 54W Round Dimmable LED Driver,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-PS60W-ETL-RD-485x485-1.png,https://6dywl8dmjehpqrx0.public.blob.vercel-storage.com/2020/08/CNA-PS60W-ETL-RD-Spec-Sheet.pdf,Spec Sheet Link,simple,1,1,250W,130VAC,  ,  ,  ,  ,R7s,2900K,  ,  ,  ,  ,  ,  ,,  ,  ,  ,  ,,,  ,,,  ,  ,  ,,,,,  ,  ,50,50,,,,0,0,  ,,,,0,0,,,  ,  ,  ,  ,  ,,  ,  ,  ,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
